Symbol,Fund Name,Asset Class,Assets,Stock Price,% Change,Volume,Holdings,Open,Low,High,Close,Premkt. Price,Premkt. Chg%,Premkt. Close,Afterhr. Price,Afterhr. Chg%,Afterhr. Close,Category,52W Low,52W High,Avg. Volume,Rel. Volume,Gap (%),Chg. Open (%),Exp. Ratio,Issuer,Index,Inception,PE Ratio,Beta (5Y),RSI,RSI (W),RSI (M),ATR,Div. ($),Last Div.,Div. Yield,Div. Growth,Years,Payout Ratio,Payout Freq.,Ex-Div Date,Payment Date,Exchange,Region,Country,Leverage,Options,Shares,Change 1M,Change 3M,Change 6M,Change YTD,Change 1Y,Change 3Y,Change 5Y,Change 10Y,Change 15Y,Change 20Y,Return 1M,Return 3M,Return 6M,Return YTD,Return 1Y,Return 3Y,Return 5Y,Return 10Y,Return 15Y,Return 20Y,CAGR 1Y,CAGR 3Y,CAGR 5Y,CAGR 10Y,CAGR 15Y,CAGR 20Y,52W Low Chg,52W High Chg,ATH,ATH Chg (%),ATH Date,ATL,ATL Chg (%),ATL Date,Tags,50 MA,200 MA,20 MA,150 MA,20MA Chg %,50MA Chg %,150MA Chg %,200MA Chg %,CUSIP Number,ISIN Number
BNDX,Vanguard Total International Bond ETF,Fixed Income,62065740000,48.93,-0.08%,2853141,6917,48.96,48.82,49.00,48.97,,,,48.86,-0.14%,48.93,Global Bond-USD Hedged,48.19,50.70,3609446,79.05%,-0.02%,-0.06%,0.07%,Vanguard,Bloomberg Global Aggregate x USD Float Adjusted RIC Capped,2013-06-04,,0.18,40.80,41.23,44.71,0.18,2.05,1.01,4.19%,-6.14%,,,Monthly,2024-12-24,2024-12-27,NASDAQ,Global,,Long,Yes,1271848144,-2.43%,-2.10%,-0.31%,-0.24%,0.29%,-10.65%,-14.07%,-9.02%,,,-0.42%,0.31%,2.76%,-0.24%,4.53%,-1.25%,-0.38%,19.00%,,,4.52%,-0.42%,-0.08%,1.76%,,,1.54%,-3.49%,59.27,-17.45%,2019-09-03,46.87,4.39%,2022-10-21,,49.71,49.42,48.99,49.68,-0.12%,-1.57%,-1.51%,-0.99%,92203J407,US92203J4076
VYM,Vanguard High Dividend Yield Index ETF,Equity,61475013000,132.01,-0.70%,1918771,536,132.96,132.00,133.02,132.94,133.01,0.05%,132.94,132.15,0.11%,132.01,Large Value,111.31,135.07,1581144,121.35%,0.02%,-0.71%,0.06%,Vanguard,FTSE Custom High Dividend Yield,2006-11-10,20.50,0.85,60.13,58.23,64.05,1.39,3.50,0.96,2.65%,0.46%,14,54.26%,Quarterly,2024-12-20,2024-12-24,NYSEARCA,North America,United States,Long,Yes,466922486,3.85%,1.43%,7.83%,3.46%,18.27%,20.17%,39.90%,93.00%,247.12%,,3.85%,2.20%,9.37%,3.46%,21.67%,31.72%,63.61%,164.12%,451.70%,,21.63%,9.62%,10.34%,10.20%,12.06%,,18.60%,-2.27%,135.07,-2.27%,2024-11-29,22.45,488.02%,2009-03-06,,130.69,124.58,128.77,126.65,2.52%,1.01%,4.24%,5.96%,921946406,US9219464065
IBIT,iShares Bitcoin Trust ETF,Currency,59282747000,59.38,-1.72%,35985970,2,59.53,58.76,59.86,60.42,59.56,-1.42%,60.42,58.70,-1.15%,59.38,Digital Assets,22.57,61.75,42632888,85.21%,-1.47%,-0.25%,0.25%,BlackRock,CME CF Bitcoin Reference Rate - New York Variant - Benchmark Price Return,2024-01-05,,,60.03,69.73,,2.48,,,,,,,,,,NASDAQ,,,-1X Short,Yes,1001280000,8.34%,53.95%,54.64%,11.93%,149.50%,,,,,,8.34%,53.95%,54.64%,11.93%,149.50%,,,,,,149.03%,,,,,,163.09%,-3.84%,61.75,-3.84%,2024-12-17,22.02,169.66%,2024-01-23,"bitcoin, crypto",54.67,40.88,55.56,41.99,6.88%,8.62%,41.43%,45.26%,46438F101,US46438F1012
IVW,iShares S&P 500 Growth ETF,Equity,57674002000,106.14,1.24%,1445967,212,106.00,105.85,106.50,104.84,,,,,,,Large Growth,77.20,106.50,1774782,81.52%,1.11%,0.13%,0.18%,BlackRock,S&P 500 Growth,2000-05-22,34.59,1.06,62.79,67.09,77.71,1.66,0.44,0.13,0.41%,-43.52%,,14.21%,Quarterly,2024-12-17,2024-12-20,NYSEARCA,North America,United States,Long,Yes,556650000,3.29%,8.41%,15.27%,4.54%,36.78%,44.00%,109.47%,281.41%,637.19%,657.44%,3.29%,8.54%,15.59%,4.54%,37.41%,47.54%,117.99%,327.52%,795.02%,882.96%,37.32%,13.84%,16.86%,15.63%,15.73%,12.11%,37.49%,-0.34%,106.50,-0.34%,2025-01-22,6.23,1602.87%,2010-05-06,,102.23,93.63,103.06,96.43,2.99%,3.83%,10.07%,13.36%,464287309,US4642873099
SPLG,SPDR Portfolio S&P 500 ETF,Equity,55849026000,71.34,0.56%,3804329,507,71.28,71.23,71.51,70.94,71.25,0.44%,70.94,,,,Large Blend,56.80,71.65,6946984,55.56%,0.48%,0.08%,0.02%,State Street,S&P 500,2005-11-08,28.08,1.01,61.48,62.78,72.24,0.84,0.88,0.24,1.23%,9.32%,4,34.64%,Quarterly,2024-12-27,2024-12-31,NYSEARCA,North America,United States,Long,Yes,794550000,2.31%,3.92%,10.49%,3.48%,25.69%,38.50%,83.11%,198.73%,447.72%,,2.66%,4.27%,11.22%,3.48%,27.39%,44.95%,98.14%,256.88%,616.77%,,27.33%,13.17%,14.65%,13.57%,14.03%,,25.60%,-0.43%,71.65,-0.43%,2024-12-06,6.25,1041.44%,2010-05-06,,70.14,65.69,69.71,67.20,2.35%,1.72%,6.16%,8.61%,78464A854,US78464A8541
EFA,iShares MSCI EAFE ETF,Equity,53954270000,78.15,-0.23%,7353963,749,78.49,78.12,78.50,78.33,78.53,0.26%,78.33,,,,Foreign Large Blend,73.91,84.56,12820040,57.36%,0.20%,-0.43%,0.32%,BlackRock,MSCI EAFE,2001-08-14,16.81,0.87,60.60,49.26,53.46,0.81,2.45,1.06,3.14%,9.28%,2,52.70%,Semi-Annual,2024-12-17,2024-12-20,NYSEARCA,EAFE,,Long,Yes,702600000,4.06%,-3.48%,-1.74%,3.36%,5.71%,2.37%,11.93%,27.12%,42.25%,51.87%,4.06%,-2.17%,-0.39%,3.36%,9.04%,11.82%,29.39%,70.02%,121.97%,168.67%,9.02%,3.79%,5.29%,5.45%,5.46%,5.07%,5.74%,-7.58%,88.71,-11.90%,2007-07-13,28.54,173.80%,2003-03-12,,77.43,79.41,76.05,79.43,2.77%,0.94%,-1.61%,-1.59%,464287465,US4642874659
SCHX,Schwab U.S. Large-Cap ETF,Equity,52758570000,24.07,0.54%,5947297,752,24.03,24.03,24.12,23.94,24.03,0.38%,23.94,,,,Large Blend,19.08,66.02,8732924,68.10%,0.38%,0.17%,0.03%,Charles Schwab,Dow Jones US Total Stock Market Large-Cap,2009-11-03,27.97,1.02,62.45,63.17,72.24,0.28,0.28,0.08,1.17%,7.77%,3,32.77%,Quarterly,2024-12-11,2024-12-16,NYSEARCA,North America,United States,Long,Yes,2226150000,2.82%,4.47%,11.28%,3.84%,26.29%,38.29%,82.45%,197.64%,447.92%,,2.82%,4.82%,11.99%,3.84%,27.90%,44.51%,97.13%,254.13%,616.16%,,27.84%,13.06%,14.53%,13.48%,14.02%,,26.15%,-63.54%,24.19,-0.49%,2024-12-06,3.92,514.50%,2009-11-03,,23.62,22.05,23.46,22.56,2.58%,1.90%,6.68%,9.15%,808524201,US8085242019
TLT,iShares 20+ Year Treasury Bond ETF,Fixed Income,51219333000,87.51,-0.52%,25193183,48,87.88,87.33,87.98,87.97,87.87,-0.11%,87.97,,,,Long Government,84.89,101.64,34147857,73.78%,-0.10%,-0.42%,0.15%,BlackRock,US Treasury 20+ Year Index,2002-07-22,-6.95,0.30,46.60,40.41,37.75,0.92,3.75,0.35,4.29%,12.32%,3,,Monthly,2024-12-18,2024-12-23,NASDAQ,North America,United States,Long,Yes,588100000,-0.91%,-5.12%,-5.82%,0.21%,-6.99%,-39.07%,-37.26%,-34.40%,-5.05%,-3.85%,-0.91%,-4.09%,-3.87%,0.21%,-3.18%,-32.84%,-28.72%,-15.62%,44.14%,81.66%,-3.17%,-12.42%,-6.55%,-1.68%,2.47%,3.03%,3.09%,-13.90%,179.70,-51.30%,2020-03-09,80.51,8.69%,2004-05-13,,89.77,92.80,87.00,93.55,0.58%,-2.52%,-6.45%,-5.70%,464287432,US4642874329
XLF,Financial Select Sector SPDR Fund,Equity,51077670000,50.41,-0.47%,36673567,76,50.65,50.21,50.66,50.65,50.53,-0.22%,50.64,,,,Financial,38.25,51.62,38934901,94.19%,,-0.47%,0.09%,State Street,Financial Select Sector,1998-12-16,17.85,1.08,62.36,64.25,68.74,0.67,0.69,0.21,1.36%,7.01%,1,24.24%,Quarterly,2024-12-23,2024-12-26,NYSEARCA,North America,United States,Long,Yes,1017295427,3.92%,6.71%,17.64%,4.30%,32.90%,31.96%,63.83%,114.97%,243.86%,70.65%,4.36%,7.16%,18.57%,4.30%,34.98%,39.40%,80.84%,220.88%,454.87%,216.25%,34.90%,11.71%,12.57%,12.36%,12.10%,5.93%,31.79%,-2.34%,51.62,-2.34%,2024-11-27,5.88,757.31%,2009-03-06,,49.46,44.75,48.81,45.96,3.27%,1.93%,9.68%,12.66%,81369Y605,US81369Y6059
QUAL,iShares MSCI USA Quality Factor ETF,Equity,51021890000,183.72,0.87%,901910,130,183.42,183.15,184.21,182.14,183.75,0.88%,182.14,,,,Large Blend,150.47,187.26,1214749,76.03%,0.70%,0.16%,0.15%,BlackRock,MSCI USA Sector Neutral Quality,2013-07-18,29.00,1.04,61.15,58.32,69.07,2.07,1.81,0.55,0.99%,0.29%,1,28.61%,Quarterly,2024-12-17,2024-12-20,BATS,North America,United States,Long,Yes,282450000,2.39%,0.96%,7.58%,3.17%,21.82%,40.01%,76.18%,197.28%,,,2.39%,1.26%,8.23%,3.17%,23.09%,45.63%,88.90%,249.34%,,,23.04%,13.35%,13.56%,13.32%,,,22.10%,-1.89%,187.26,-1.89%,2024-12-06,41.10,347.01%,2015-08-24,,181.94,173.75,179.57,177.35,2.31%,0.98%,3.59%,5.74%,46432F339,US46432F3394
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,Fixed Income,47951917000,80.33,-0.29%,8231293,2222,80.56,80.32,80.56,80.56,,,,,,,Corporate Bond,77.80,84.26,6054170,135.96%,,-0.29%,0.04%,Vanguard,Bloomberg US Aggregate Credit - Corporate (5-10 Y),2009-11-19,,0.35,49.15,44.67,47.54,0.37,3.56,0.31,4.43%,17.60%,2,,Monthly,2024-12-24,2024-12-27,NASDAQ,North America,United States,Long,Yes,598278771,-0.35%,-1.95%,-0.52%,0.07%,0.04%,-11.63%,-12.86%,-8.27%,5.25%,,0.04%,-0.82%,1.72%,0.07%,4.53%,-1.22%,3.13%,28.35%,79.94%,,4.52%,-0.41%,0.62%,2.53%,3.99%,,3.25%,-4.66%,97.19,-17.35%,2020-08-07,73.37,9.49%,2022-10-21,,80.90,81.05,80.08,81.66,0.31%,-0.71%,-1.62%,-0.88%,92206C870,US92206C8709
VT,Vanguard Total World Stock ETF,Equity,42796356000,121.24,0.26%,1516444,9868,121.38,121.21,121.55,120.93,121.45,0.43%,120.93,,,,Global Large-Stock Blend,102.84,123.64,2770865,54.73%,0.37%,-0.12%,0.07%,Vanguard,FTSE Global All Cap Index,2008-06-24,21.67,0.96,61.00,57.59,65.24,1.27,2.29,0.88,1.89%,7.05%,2,40.98%,Quarterly,2024-12-20,2024-12-24,NYSEARCA,Global,,Long,Yes,358008650,2.65%,1.08%,6.30%,3.20%,18.33%,19.91%,46.87%,102.10%,183.01%,,2.65%,1.83%,7.46%,3.20%,20.71%,27.79%,62.74%,152.20%,295.23%,,20.67%,8.52%,10.23%,9.69%,9.59%,,17.89%,-1.94%,123.64,-1.94%,2024-12-09,24.36,397.70%,2009-03-06,,120.05,115.44,118.45,117.31,2.36%,0.99%,3.35%,5.02%,922042742,US9220427424
QQQM,Invesco NASDAQ 100 ETF,Equity,41673028000,218.83,1.26%,2426452,104,218.01,217.94,219.76,216.10,217.98,0.87%,216.10,218.32,-0.23%,218.83,Large Growth,169.96,221.92,2214796,111.11%,0.88%,0.38%,0.15%,Invesco,NASDAQ 100 Index,2020-10-13,35.39,1.14,60.33,63.19,76.46,3.55,1.27,0.31,0.58%,16.23%,5,20.62%,Quarterly,2024-12-23,2024-12-27,NASDAQ,North America,United States,Long,Yes,194060000,2.48%,7.33%,11.90%,3.98%,26.21%,51.29%,,,,,2.63%,7.48%,12.23%,3.98%,27.03%,54.57%,,,,,26.97%,15.62%,,,,,28.75%,-1.39%,221.92,-1.39%,2024-12-16,104.62,109.17%,2022-10-13,,212.56,197.43,213.26,202.21,2.61%,2.95%,8.22%,10.84%,46138G649,US46138G6492
VV,Vanguard Large-Cap ETF,Equity,41614356000,279.63,0.59%,197998,493,279.44,279.15,280.20,278.00,,,,,,,Large Blend,221.94,280.79,586004,33.79%,0.52%,0.07%,0.04%,Vanguard,CRSP US Large Cap,2004-01-27,28.39,1.02,61.72,63.14,72.49,3.30,3.34,0.85,1.19%,8.24%,4,33.88%,Quarterly,2024-12-23,2024-12-26,NYSEARCA,North America,United States,Long,Yes,257835503,2.36%,4.36%,11.10%,3.68%,26.14%,38.34%,83.46%,199.68%,450.02%,446.58%,2.68%,4.69%,11.79%,3.68%,27.80%,44.67%,97.80%,256.47%,621.64%,689.34%,27.73%,13.10%,14.61%,13.55%,14.08%,10.88%,25.99%,-0.41%,280.79,-0.41%,2024-12-06,30.40,819.90%,2009-03-06,,274.55,256.51,272.86,262.51,2.48%,1.85%,6.52%,9.01%,922908637,US9229086379
SCHF,Schwab International Equity ETF,Equity,40632406000,19.13,-0.16%,6472606,1494,19.21,19.12,19.22,19.16,19.20,0.21%,19.16,19.16,0.16%,19.13,Foreign Large Blend,18.08,40.66,11119572,58.61%,0.26%,-0.42%,0.06%,Charles Schwab,FTSE All-World Developed x US,2009-11-03,16.33,0.89,59.78,48.42,52.94,0.20,0.60,0.42,3.15%,-44.99%,,66.98%,Semi-Annual,2024-12-13,,NYSEARCA,Global,,Long,Yes,2163600000,3.91%,-4.21%,-2.07%,3.41%,5.87%,1.24%,12.96%,31.66%,49.99%,,3.91%,-2.09%,0.09%,3.41%,9.23%,10.78%,30.45%,73.26%,124.22%,,9.21%,3.47%,5.46%,5.65%,5.53%,,5.81%,-52.95%,20.82,-8.10%,2024-09-26,10.76,77.87%,2010-05-25,,19.06,19.50,18.62,19.54,2.72%,0.38%,-2.11%,-1.88%,808524805,US8085248057
IWB,iShares Russell 1000 ETF,Equity,40459346000,334.33,0.54%,440420,1014,334.37,333.89,335.16,332.52,,,,,,,Large Blend,265.70,336.18,1290642,34.12%,0.56%,-0.01%,0.15%,BlackRock,Russell 1000,2000-05-15,27.58,1.03,62.11,62.85,71.93,3.93,3.69,1.01,1.10%,7.09%,3,30.42%,Quarterly,2024-12-17,,NYSEARCA,North America,United States,Long,Yes,122350000,2.89%,4.47%,11.24%,3.78%,25.92%,37.75%,81.96%,195.11%,443.36%,432.80%,2.89%,4.79%,11.96%,3.78%,27.44%,43.59%,95.24%,248.04%,604.40%,659.65%,27.38%,12.81%,14.31%,13.28%,13.90%,10.67%,25.83%,-0.55%,336.18,-0.55%,2024-12-06,25.00,1237.32%,2010-05-06,,328.32,306.47,325.93,313.52,2.58%,1.83%,6.64%,9.09%,464287622,US4642876225
MUB,iShares National Muni Bond ETF,Fixed Income,40215958000,106.31,-0.06%,5756946,5840,106.54,106.27,106.57,106.37,,,,,,,Muni National Interm,105.00,108.81,5036723,114.30%,0.16%,-0.22%,0.05%,BlackRock,ICE AMT-Free US National Municipal,2007-09-07,,0.19,47.28,43.65,46.64,0.38,3.20,0.27,3.01%,11.64%,3,,Monthly,2024-12-18,,NYSEARCA,North America,United States,Long,Yes,380100000,0.10%,-1.13%,-0.81%,-0.23%,-1.10%,-7.31%,-7.62%,-4.56%,2.92%,,0.10%,-0.38%,0.69%,-0.23%,1.90%,0.19%,3.87%,20.84%,52.42%,,1.90%,0.06%,0.76%,1.91%,2.85%,,1.25%,-2.30%,118.15,-10.02%,2020-03-09,85.10,24.92%,2008-10-08,,107.06,107.18,106.18,107.43,0.12%,-0.70%,-1.04%,-0.81%,464288414,US4642884146
IWR,iShares Russell Midcap ETF,Equity,39828206000,92.45,-0.41%,1123016,818,92.91,92.43,92.92,92.83,,,,,,,Mid-Cap Blend,76.26,96.01,1600585,70.28%,0.09%,-0.50%,0.19%,BlackRock,Russell Midcap,2001-07-17,22.19,1.12,60.82,59.18,62.84,1.16,1.13,0.32,1.22%,1.53%,3,27.08%,Quarterly,2024-12-17,2024-12-20,NYSEARCA,North America,United States,Long,Yes,434550000,3.62%,3.52%,10.87%,4.58%,20.85%,22.99%,51.43%,123.39%,343.98%,384.03%,3.62%,3.88%,11.73%,4.58%,22.44%,28.55%,62.74%,160.69%,461.15%,560.22%,22.39%,8.73%,10.23%,10.05%,12.19%,9.90%,21.23%,-3.71%,96.01,-3.70%,2024-11-25,8.75,956.57%,2010-05-06,,91.70,85.83,89.65,87.33,3.12%,0.81%,5.86%,7.71%,464287499,US4642874998
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,38187897000,28.88,1.44%,10486795,229,28.74,28.72,28.97,28.47,28.76,1.02%,28.47,28.83,-0.17%,28.88,Large Growth,21.28,29.14,8521723,123.06%,0.95%,0.49%,0.04%,Charles Schwab,Dow Jones US Total Stock Market Large-Cap Growth,2009-12-11,38.75,1.10,59.23,65.99,79.56,0.48,0.11,0.03,0.38%,14.21%,2,14.83%,Quarterly,2024-12-11,2024-12-16,NYSEARCA,North America,United States,Long,Yes,1350350000,2.05%,8.16%,14.97%,3.62%,35.06%,61.76%,136.80%,350.13%,786.43%,,2.05%,8.28%,15.22%,3.62%,35.64%,64.14%,143.02%,387.76%,915.47%,,35.55%,17.96%,19.43%,17.17%,16.71%,,35.71%,-0.89%,29.14,-0.89%,2024-12-16,1.40,1956.98%,2010-05-06,,28.10,25.60,28.24,26.36,2.25%,2.79%,9.57%,12.80%,808524300,US8085243009
JEPI,JPMorgan Equity Premium Income ETF,Equity,38055997000,58.87,-0.14%,5387918,129,59.09,58.83,59.19,58.95,59.17,0.37%,58.95,58.86,-0.02%,58.87,Derivative Income,54.77,60.88,3863344,139.46%,0.24%,-0.37%,0.35%,JPMorgan Chase,,2020-05-20,26.16,0.61,56.04,52.28,55.31,0.52,4.22,0.40,7.16%,-8.69%,,187.35%,Monthly,2024-12-31,2025-01-03,NYSEARCA,North America,United States,Long,Yes,651325000,1.15%,-1.31%,3.70%,2.33%,6.15%,-2.00%,,,,,1.85%,0.67%,7.76%,2.33%,14.20%,28.39%,,,,,14.17%,8.69%,,,,,7.49%,-3.30%,63.67,-7.54%,2021-12-29,49.50,18.93%,2020-06-12,"option-income, covered-calls",59.07,57.85,58.08,58.30,1.36%,-0.34%,0.98%,1.76%,46641Q332,US46641Q3323
DIA,SPDR Dow Jones Industrial Average ETF Trust,Equity,38014310000,441.34,0.28%,2938373,31,441.49,440.36,441.97,440.10,441.48,0.31%,440.10,441.42,0.02%,441.34,Large Value,376.14,451.55,2895044,102.98%,0.32%,-0.03%,0.16%,State Street,Dow Jones Industrial Average,1998-01-14,25.57,0.94,62.81,60.10,65.89,4.77,6.78,0.16,1.54%,0.62%,4,39.28%,Monthly,2025-01-17,2025-02-18,NYSEARCA,North America,United States,Long,Yes,87442867,2.99%,2.79%,9.53%,3.72%,16.57%,28.92%,51.23%,151.69%,325.55%,325.02%,3.03%,3.18%,10.40%,3.76%,18.53%,36.31%,66.24%,209.03%,489.95%,566.19%,18.49%,10.88%,10.70%,11.94%,12.56%,9.95%,17.33%,-2.26%,451.55,-2.26%,2024-12-04,64.78,581.29%,2009-03-06,,436.16,410.87,429.07,418.68,2.86%,1.19%,5.41%,7.42%,78467X109,US78467X1090
VEU,Vanguard FTSE All-World ex-US Index Fund,Equity,37891650000,58.85,-0.10%,2228279,3867,58.98,58.79,58.99,58.91,58.85,-0.10%,58.91,,,,Foreign Large Blend,54.86,63.81,3117739,71.47%,0.12%,-0.22%,0.07%,Vanguard,FTSE All-World x US,2007-03-02,15.65,0.84,57.08,48.56,53.54,0.58,1.86,0.94,3.16%,-0.11%,,49.49%,Quarterly,2024-12-20,,NYSEARCA,Global,,Long,Yes,962920338,2.72%,-4.36%,-1.09%,2.51%,7.53%,-2.10%,8.66%,24.39%,36.73%,,2.72%,-2.79%,0.93%,2.51%,11.00%,7.89%,26.37%,67.79%,113.84%,,10.98%,2.56%,4.79%,5.31%,5.20%,,7.27%,-7.77%,87.16,-32.48%,2008-09-19,23.32,152.36%,2009-03-09,,58.85,59.61,57.62,59.93,2.13%,-0.01%,-1.79%,-1.28%,922042775,US9220427754
IXUS,iShares Core MSCI Total International Stock ETF,Equity,37754180000,67.79,-0.18%,1719943,4375,68.01,67.79,68.01,67.91,67.87,-0.06%,67.91,,,,Foreign Large Blend,63.30,73.53,1982388,86.76%,0.15%,-0.32%,0.07%,BlackRock,MSCI AC World ex USA IMI,2012-10-18,15.83,0.85,57.13,48.43,53.29,0.68,2.20,1.18,3.25%,8.42%,2,51.40%,Semi-Annual,2024-12-17,2024-12-20,NASDAQ,Global,,Long,Yes,566000000,2.71%,-4.40%,-1.08%,2.50%,7.21%,-2.04%,8.85%,26.45%,,,2.71%,-2.73%,0.65%,2.50%,10.74%,7.02%,25.17%,66.73%,,,10.71%,2.29%,4.59%,5.24%,,,7.09%,-7.81%,75.53,-10.25%,2021-06-07,40.35,68.00%,2020-03-18,,67.80,68.70,66.38,68.97,2.12%,-0.02%,-1.71%,-1.32%,46432F834,US46432F8344
XLV,Health Care Select Sector SPDR Fund,Equity,37119853000,142.18,-0.22%,8112528,63,141.80,141.13,142.63,142.50,141.89,-0.43%,142.50,142.20,0.01%,142.18,Health,135.95,159.64,8345907,97.25%,-0.49%,0.27%,0.09%,State Street,Health Care Select Sector,1998-12-16,32.56,0.68,55.40,45.02,52.29,1.76,2.30,0.62,1.61%,5.81%,4,52.66%,Quarterly,2024-12-23,,NYSEARCA,North America,United States,Long,Yes,264765324,3.03%,-6.05%,-3.85%,3.35%,1.95%,9.82%,35.93%,101.64%,344.17%,384.10%,3.49%,-5.63%,-3.06%,3.35%,3.56%,15.17%,47.22%,137.43%,473.05%,578.99%,3.56%,4.82%,8.04%,9.03%,12.34%,10.05%,4.58%,-10.94%,159.64,-10.94%,2024-09-04,21.00,577.05%,2001-09-21,,142.34,146.75,139.64,148.04,1.82%,-0.11%,-3.96%,-3.12%,81369Y209,US81369Y2090
BIL,SPDR Bloomberg 1-3 Month T-Bill ETF,Fixed Income,37083980000,91.65,0.02%,5835477,19,91.64,91.64,91.65,91.63,91.64,0.01%,91.63,,,,Ultrashort Bond,91.29,91.83,7721603,75.65%,0.01%,0.01%,0.14%,State Street,Bloomberg US Treasury - Bills (1-3 M),2007-05-25,,0.00,66.24,51.76,47.46,0.03,4.60,0.38,5.01%,2.13%,3,,Monthly,2024-12-19,2024-12-24,NYSEARCA,North America,United States,Long,Yes,404744503,0.35%,-0.04%,-0.02%,0.24%,-0.01%,0.25%,0.15%,0.19%,-0.05%,,0.35%,1.14%,2.46%,0.24%,5.13%,12.22%,12.45%,17.61%,17.33%,,5.12%,3.92%,2.37%,1.64%,1.07%,,0.39%,-0.20%,106.20,-13.70%,2007-11-30,91.21,0.48%,2023-12-18,,91.56,91.61,91.49,91.61,0.18%,0.10%,0.05%,0.05%,78468R663,US78468R6633
MBB,iShares MBS ETF,Fixed Income,36126065000,91.77,-0.16%,1798821,11215,91.88,91.63,91.89,91.92,,,,,,,Intermediate Government,89.16,96.76,2392274,75.19%,-0.04%,-0.12%,0.04%,BlackRock,Bloomberg US Aggregate Securitized - MBS,2007-03-13,,0.19,50.91,44.54,44.52,0.49,3.61,0.29,3.93%,12.86%,3,,Monthly,2024-12-18,,NASDAQ,North America,United States,Long,Yes,394200000,0.12%,-1.77%,-1.12%,0.10%,-0.99%,-13.29%,-15.42%,-16.35%,-14.50%,,0.12%,-0.79%,0.85%,0.10%,2.93%,-4.60%,-3.97%,7.98%,27.22%,,2.93%,-1.56%,-0.81%,0.77%,1.62%,,2.93%,-5.16%,115.28,-20.39%,2008-12-29,85.28,7.61%,2023-10-23,,92.28,92.83,91.35,93.51,0.46%,-0.55%,-1.86%,-1.14%,464288588,US4642885887
XLE,Energy Select Sector SPDR Fund,Equity,36015575000,91.78,-1.82%,16696902,25,93.19,91.72,93.30,93.48,93.01,-0.50%,93.48,,,,Equity Energy,80.68,98.97,14500131,117.38%,-0.31%,-1.51%,0.09%,State Street,Energy Select Sector,1998-12-16,14.91,1.24,59.27,52.39,55.70,1.47,2.88,0.70,3.13%,-3.38%,,46.74%,Quarterly,2024-12-23,2024-12-26,NYSEARCA,North America,United States,Long,Yes,383224200,9.08%,1.90%,-0.64%,7.15%,14.48%,46.97%,58.08%,19.43%,59.15%,152.14%,9.99%,2.75%,1.01%,7.15%,18.24%,63.89%,97.32%,78.95%,160.81%,343.38%,18.19%,17.90%,14.55%,5.99%,6.60%,7.73%,13.76%,-7.26%,101.52,-9.59%,2014-06-23,19.38,373.58%,2002-07-24,,90.86,90.96,88.21,90.15,4.05%,1.01%,1.81%,0.90%,81369Y506,US81369Y5069
VTEB,Vanguard Tax-Exempt Bond ETF,Fixed Income,35923743000,50.03,0.02%,3880463,9961,50.10,50.00,50.13,50.02,,,,,,,Muni National Interm,49.49,51.17,6157082,63.02%,0.16%,-0.14%,0.05%,Vanguard,S&P National AMT-Free Municipal Bond,2015-08-21,,0.20,47.46,44.01,47.05,0.17,1.57,0.14,3.14%,10.39%,3,,Monthly,2024-12-24,2024-12-27,NYSEARCA,North America,United States,Long,Yes,720492196,-0.12%,-1.19%,-0.75%,-0.20%,-0.83%,-7.52%,-7.61%,,,,0.15%,-0.41%,0.81%,-0.20%,2.31%,0.22%,3.87%,,,,2.30%,0.07%,0.76%,,,,1.09%,-2.23%,55.68,-10.14%,2021-07-20,44.00,13.70%,2020-03-19,,50.38,50.40,49.97,50.54,0.12%,-0.69%,-1.00%,-0.73%,922907746,US9229077469
IVE,iShares S&P 500 Value ETF,Equity,35312386000,195.41,-0.13%,491921,407,195.54,195.10,195.82,195.66,,,,,,,Large Value,172.85,206.63,758754,65.80%,-0.06%,-0.07%,0.18%,BlackRock,S&P 500 Value,2000-05-22,23.16,0.95,55.81,52.53,61.58,1.92,3.89,1.06,1.99%,35.42%,1,46.13%,Quarterly,2024-12-17,2024-12-20,NYSEARCA,North America,United States,Long,Yes,182100000,1.93%,-1.80%,4.34%,2.37%,13.04%,28.75%,48.88%,113.05%,264.91%,222.72%,1.93%,-1.26%,5.52%,2.37%,15.38%,36.72%,65.75%,167.19%,412.39%,414.02%,15.34%,10.99%,10.63%,10.33%,11.51%,8.53%,13.05%,-5.43%,206.63,-5.43%,2024-11-29,30.62,538.18%,2009-03-06,,197.17,190.41,191.98,193.24,1.79%,-0.89%,1.12%,2.63%,464287408,US4642874089
